,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
3587,CSJ 62363,CSJ 62363-10,Футболки,CSJ 62363 (237) Футболка для мальчика,CSJ 62363 (237) Футболка для мальчика Оливковый (128)-64,Оливковый,(128)-64,2,231,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.226,Stay Wild
3588,CSJ 62364,CSJ 62364-1,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (146)-76,Оранжевый,(146)-76,2,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Stay Wild
3589,CSJ 62364,CSJ 62364-2,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Мята (134)-68,Мята,(134)-68,2,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Stay Wild
3590,CSJ 62364,CSJ 62364-3,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Экрю (128)-64,Экрю,(128)-64,3,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Stay Wild
3591,CSJ 62364,CSJ 62364-4,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Мята (128)-64,Мята,(128)-64,3,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Stay Wild
3592,CSJ 62364,CSJ 62364-5,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (128)-64,Оранжевый,(128)-64,1,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Stay Wild
3593,CSJ 62364,CSJ 62364-6,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (134)-68,Оранжевый,(134)-68,1,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Stay Wild
3594,CSJ 62364,CSJ 62364-7,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (152)-80,Оранжевый,(152)-80,1,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Stay Wild
3595,CSJ 62364,CSJ 62364-8,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Экрю (146)-76,Экрю,(146)-76,1,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Stay Wild
3596,CSJ 62364,CSJ 62364-9,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Мята (140)-72,Мята,(140)-72,3,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Stay Wild
3597,CSJ 62364,CSJ 62364-10,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (140)-72,Оранжевый,(140)-72,2,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Stay Wild
3598,CSJ 62364,CSJ 62364-11,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Мята (152)-80,Мята,(152)-80,3,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Stay Wild
3599,CSJ 62364,CSJ 62364-12,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Экрю (140)-72,Экрю,(140)-72,3,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Stay Wild
3600,CSJ 62364,CSJ 62364-13,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Экрю (134)-68,Экрю,(134)-68,3,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Stay Wild
3601,CSJ 62364,CSJ 62364-14,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (158)-80,Оранжевый,(158)-80,1,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Stay Wild
3602,CSJ 62364,CSJ 62364-15,Футболки,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Мята (146)-76,Мята,(146)-76,1,243,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Stay Wild
3603,CSJ 62376,CSJ 62376-1,Футболки,CSJ 62376-1 (224) Футболка для девочки,CSJ 62376-1 (224) Футболка для девочки Серый меланж (134)-68,Серый меланж,(134)-68,1,235,Женский,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.09,Girl Power
3604,CSJ 62376,CSJ 62376-2,Футболки,CSJ 62376-1 (224) Футболка для девочки,CSJ 62376-1 (224) Футболка для девочки Серый меланж (128)-64,Серый меланж,(128)-64,11,235,Женский,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.99,Girl Power
3605,CSJ 62378,CSJ 62378-1,Футболки,CSJ 62378 (224) Футболка для девочки,CSJ 62378 (224) Футболка для девочки Бирюзовый (134)-68,Бирюзовый,(134)-68,5,193,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.315,Girl Power
3606,CSJ 62380,CSJ 62380-1,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Экрю (152)-80,Экрю,(152)-80,1,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.143,Girl Power
3607,CSJ 62380,CSJ 62380-2,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Бирюзовый (140)-72,Бирюзовый,(140)-72,5,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.715,Girl Power
3608,CSJ 62380,CSJ 62380-3,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Экрю (134)-68,Экрю,(134)-68,2,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.286,Girl Power
3609,CSJ 62380,CSJ 62380-4,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Бирюзовый (158)-80,Бирюзовый,(158)-80,1,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.143,Girl Power
3610,CSJ 62380,CSJ 62380-5,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Бирюзовый (134)-68,Бирюзовый,(134)-68,4,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.572,Girl Power
3611,CSJ 62380,CSJ 62380-6,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Экрю (146)-76,Экрю,(146)-76,2,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.286,Girl Power
3612,CSJ 62380,CSJ 62380-7,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Бирюзовый (146)-76,Бирюзовый,(146)-76,2,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.286,Girl Power
3613,CSJ 62380,CSJ 62380-8,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Экрю (128)-64,Экрю,(128)-64,5,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.715,Girl Power
3614,CSJ 62380,CSJ 62380-9,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Бирюзовый (128)-64,Бирюзовый,(128)-64,5,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.715,Girl Power
3615,CSJ 62380,CSJ 62380-10,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Экрю (140)-72,Экрю,(140)-72,2,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.286,Girl Power
3616,CSJ 62380,CSJ 62380-11,Лонгсливы,CSJ 62380 (232) Джемпер для девочки,CSJ 62380 (232) Джемпер для девочки Бирюзовый (152)-80,Бирюзовый,(152)-80,2,350,Женский,"кулирная гладь, 97% хлопок, 3% п/э",,,Cherubino,0.286,Girl Power
3617,CSJ 62382,CSJ 62382-1,Платья,"CSJ 62382 (232) Платье типа ""туника"" для девочки","CSJ 62382 (232) Платье типа ""туника"" для девочки Салатовый (134)-68",Салатовый,(134)-68,1,288,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.137,Girl Power
3618,CSJ 62382,CSJ 62382-2,Платья,"CSJ 62382 (232) Платье типа ""туника"" для девочки","CSJ 62382 (232) Платье типа ""туника"" для девочки Арбузный (128)-64",Арбузный,(128)-64,1,288,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.137,Girl Power
3619,CSJ 62382,CSJ 62382-3,Платья,"CSJ 62382 (232) Платье типа ""туника"" для девочки","CSJ 62382 (232) Платье типа ""туника"" для девочки Арбузный (134)-68",Арбузный,(134)-68,1,288,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.137,Girl Power
3620,CSJ 62385,CSJ 62385-1,Футболки,CSJ 62385 (232) Футболка для девочки,CSJ 62385 (232) Футболка для девочки Бирюзовый (128)-64,Бирюзовый,(128)-64,2,207,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.186,Girl Power
3621,CSJ 62385,CSJ 62385-2,Футболки,CSJ 62385 (232) Футболка для девочки,CSJ 62385 (232) Футболка для девочки Черный (128)-64,Черный,(128)-64,1,207,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.093,Girl Power
3622,CSJ 62385,CSJ 62385-3,Футболки,CSJ 62385 (232) Футболка для девочки,CSJ 62385 (232) Футболка для девочки Розовый (128)-64,Розовый,(128)-64,2,207,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.186,Girl Power
3623,CSJ 62386,CSJ 62386-1,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Желтый-Белый (128)-64,Желтый-Белый,(128)-64,3,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Sea Adventure
3624,CSJ 62386,CSJ 62386-2,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Желтый-Белый (140)-72,Желтый-Белый,(140)-72,1,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Sea Adventure
3625,CSJ 62386,CSJ 62386-3,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Желтый-Белый (134)-68,Желтый-Белый,(134)-68,2,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Sea Adventure
3626,CSJ 62386,CSJ 62386-4,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Желтый-Белый (152)-80,Желтый-Белый,(152)-80,1,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Sea Adventure
3627,CSJ 62386,CSJ 62386-5,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Белый-Т.синий (152)-80,Белый-Т.синий,(152)-80,1,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.11,Sea Adventure
3628,CSJ 62386,CSJ 62386-6,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Желтый-Белый (146)-76,Желтый-Белый,(146)-76,3,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.33,Sea Adventure
3629,CSJ 62386,CSJ 62386-7,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Белый-Т.синий (128)-64,Белый-Т.синий,(128)-64,2,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Sea Adventure
3630,CSJ 62386,CSJ 62386-8,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Белый-Т.синий (146)-76,Белый-Т.синий,(146)-76,2,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Sea Adventure
3631,CSJ 62386,CSJ 62386-9,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Белый-Т.синий (140)-72,Белый-Т.синий,(140)-72,2,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Sea Adventure
3632,CSJ 62386,CSJ 62386-10,Футболки,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Белый-Т.синий (134)-68,Белый-Т.синий,(134)-68,2,276,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.22,Sea Adventure
3633,CSJ 62387,CSJ 62387-1,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Т.синий (134)-68,Т.синий,(134)-68,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
3634,CSJ 62387,CSJ 62387-2,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Т.синий (146)-76,Т.синий,(146)-76,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
3635,CSJ 62387,CSJ 62387-3,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Т.синий (140)-72,Т.синий,(140)-72,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
3636,CSJ 62387,CSJ 62387-4,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Синий (146)-76,Синий,(146)-76,2,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.24,Sea Adventure
3637,CSJ 62387,CSJ 62387-5,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Синий (128)-64,Синий,(128)-64,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
3638,CSJ 62387,CSJ 62387-6,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Синий (134)-68,Синий,(134)-68,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
3639,CSJ 62387,CSJ 62387-7,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Синий (140)-72,Синий,(140)-72,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
3640,CSJ 62387,CSJ 62387-8,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Т.синий (128)-64,Т.синий,(128)-64,3,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.36,Sea Adventure
3641,CSJ 62387,CSJ 62387-9,Футболки,CSJ 62387 (238) Футболка для мальчика,CSJ 62387 (238) Футболка для мальчика Синий (152)-80,Синий,(152)-80,1,290,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.12,Sea Adventure
3642,CSJ 62388,CSJ 62388-1,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Белый (134)-68,Белый,(134)-68,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3643,CSJ 62388,CSJ 62388-2,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Зеленый (134)-68,Зеленый,(134)-68,2,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.216,Sea Adventure
3644,CSJ 62388,CSJ 62388-3,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Серый меланж (134)-68,Серый меланж,(134)-68,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3645,CSJ 62388,CSJ 62388-4,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Белый (128)-64,Белый,(128)-64,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3646,CSJ 62388,CSJ 62388-5,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Белый (146)-76,Белый,(146)-76,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3647,CSJ 62388,CSJ 62388-6,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Зеленый (140)-72,Зеленый,(140)-72,1,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.108,Sea Adventure
3648,CSJ 62388,CSJ 62388-7,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Белый (152)-80,Белый,(152)-80,2,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.216,Sea Adventure
3649,CSJ 62388,CSJ 62388-8,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Белый (140)-72,Белый,(140)-72,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3650,CSJ 62388,CSJ 62388-9,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Серый меланж (146)-76,Серый меланж,(146)-76,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3651,CSJ 62388,CSJ 62388-10,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Желтый (134)-68,Желтый,(134)-68,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3652,CSJ 62388,CSJ 62388-11,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Зеленый (146)-76,Зеленый,(146)-76,2,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.216,Sea Adventure
3653,CSJ 62388,CSJ 62388-12,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Зеленый (128)-64,Зеленый,(128)-64,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3654,CSJ 62388,CSJ 62388-13,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Серый меланж (128)-64,Серый меланж,(128)-64,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3655,CSJ 62388,CSJ 62388-14,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Желтый (146)-76,Желтый,(146)-76,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3656,CSJ 62388,CSJ 62388-15,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Серый меланж (140)-72,Серый меланж,(140)-72,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3657,CSJ 62388,CSJ 62388-16,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Желтый (152)-80,Желтый,(152)-80,1,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.108,Sea Adventure
3658,CSJ 62388,CSJ 62388-17,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Желтый (140)-72,Желтый,(140)-72,2,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.216,Sea Adventure
3659,CSJ 62388,CSJ 62388-18,Футболки,CSJ 62388 (238) Футболка для мальчика,CSJ 62388 (238) Футболка для мальчика Желтый (128)-64,Желтый,(128)-64,3,223,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.324,Sea Adventure
3660,CSJ 62390,CSJ 62390-1,Майки,CSJ 62390 (238) Майка для мальчика,CSJ 62390 (238) Майка для мальчика Синий (128)-64,Синий,(128)-64,2,230,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.2,Sea Adventure
3661,CSJ 62390,CSJ 62390-2,Майки,CSJ 62390 (238) Майка для мальчика,CSJ 62390 (238) Майка для мальчика Т.синий (128)-64,Т.синий,(128)-64,5,230,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.5,Sea Adventure
3662,CSJ 62390,CSJ 62390-3,Майки,CSJ 62390 (238) Майка для мальчика,CSJ 62390 (238) Майка для мальчика Синий (134)-68,Синий,(134)-68,2,230,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.2,Sea Adventure
3663,CSJ 62390,CSJ 62390-4,Майки,CSJ 62390 (238) Майка для мальчика,CSJ 62390 (238) Майка для мальчика Синий (140)-72,Синий,(140)-72,3,230,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.3,Sea Adventure
3664,CSJ 62390,CSJ 62390-5,Майки,CSJ 62390 (238) Майка для мальчика,CSJ 62390 (238) Майка для мальчика Т.синий (134)-68,Т.синий,(134)-68,2,230,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.2,Sea Adventure
3665,CSJ 62390,CSJ 62390-6,Майки,CSJ 62390 (238) Майка для мальчика,CSJ 62390 (238) Майка для мальчика Т.синий (140)-72,Т.синий,(140)-72,5,230,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.5,Sea Adventure
3666,CSJ 62403,CSJ 62403-1,Футболки,CSJ 62403 (236) Футболка для мальчика,CSJ 62403 (236) Футболка для мальчика Черный (164)-84,Черный,(164)-84,1,232,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,0.117,Muzic Party
3667,CSJ 62403,CSJ 62403-2,Футболки,CSJ 62403-1 (236) Футболка для мальчика,CSJ 62403-1 (236) Футболка для мальчика Серый меланж (128)-64,Серый меланж,(128)-64,3,232,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.333,Muzic Party
3668,CSJ 62406,CSJ 62406-1,Футболки,CSJ 62406 (233) Футболка для девочки,CSJ 62406 (233) Футболка для девочки Т.синий-Белый (146)-76,Т.синий-Белый,(146)-76,1,311,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.112,Sea World
3669,CSJ 62406,CSJ 62406-2,Футболки,CSJ 62406 (233) Футболка для девочки,CSJ 62406 (233) Футболка для девочки Т.синий-Белый (158)-80,Т.синий-Белый,(158)-80,6,311,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.672,Sea World
3670,CSJ 62406,CSJ 62406-3,Футболки,CSJ 62406 (233) Футболка для девочки,CSJ 62406 (233) Футболка для девочки Т.синий-Белый (128)-64,Т.синий-Белый,(128)-64,3,311,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.336,Sea World
3671,CSJ 62406,CSJ 62406-4,Футболки,CSJ 62406 (233) Футболка для девочки,CSJ 62406 (233) Футболка для девочки Т.синий-Белый (134)-68,Т.синий-Белый,(134)-68,2,311,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.224,Sea World
3672,CSJ 62408,CSJ 62408-1,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Желтый-Белый (140)-72,Желтый-Белый,(140)-72,29,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,2.958,Sea World
3673,CSJ 62408,CSJ 62408-2,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Желтый-Белый (146)-76,Желтый-Белый,(146)-76,35,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,3.57,Sea World
3674,CSJ 62408,CSJ 62408-3,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Белый-Т.синий (146)-76,Белый-Т.синий,(146)-76,1,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.102,Sea World
3675,CSJ 62408,CSJ 62408-4,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Желтый-Белый (128)-64,Желтый-Белый,(128)-64,8,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.816,Sea World
3676,CSJ 62408,CSJ 62408-5,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Желтый-Белый (134)-68,Желтый-Белый,(134)-68,19,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,1.938,Sea World
3677,CSJ 62408,CSJ 62408-6,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Желтый-Белый (152)-80,Желтый-Белый,(152)-80,54,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,5.508,Sea World
3678,CSJ 62408,CSJ 62408-7,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Желтый-Белый (158)-80,Желтый-Белый,(158)-80,23,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,2.346,Sea World
3679,CSJ 62408,CSJ 62408-8,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Белый-Т.синий (158)-80,Белый-Т.синий,(158)-80,3,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.306,Sea World
3680,CSJ 62408,CSJ 62408-9,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Белый-Т.синий (128)-64,Белый-Т.синий,(128)-64,6,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.612,Sea World
3681,CSJ 62408,CSJ 62408-10,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Белый-Т.синий (140)-72,Белый-Т.синий,(140)-72,1,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.102,Sea World
3682,CSJ 62408,CSJ 62408-11,Футболки,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Белый-Т.синий (152)-80,Белый-Т.синий,(152)-80,2,278,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.204,Sea World
3683,CSJ 62409,CSJ 62409-1,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Т.синий (134)-68,Т.синий,(134)-68,3,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.282,Sea World
3684,CSJ 62409,CSJ 62409-2,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Красный (134)-68,Красный,(134)-68,3,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.282,Sea World
3685,CSJ 62409,CSJ 62409-3,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Красный (128)-64,Красный,(128)-64,5,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.47,Sea World
3686,CSJ 62409,CSJ 62409-4,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Белый (146)-76,Белый,(146)-76,1,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.094,Sea World
3687,CSJ 62409,CSJ 62409-5,Футболки,CSJ 62409 (233) Футболка для девочки,CSJ 62409 (233) Футболка для девочки Красный (146)-76,Красный,(146)-76,3,259,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.282,Sea World
