,Артикул,Артикул-1,Краткое наименование,Наименование,Полное наименование,Цвет,Размер,Кол-во,Цена,Пол,Материал,Состав,Страна производства,Бренд,Вес брутто,Коллекция
1684,CAJ 62457 ,CAJ 61166 -1,Блузки,CAJ 62457 Джемпер для девочки,CAJ 62457 Джемпер для девочки Серебро (146)-76,Серебро,(146)-76,15,288,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,1.665,Школьная коллекция
1685,CAJ 61628,CAJ 61166 -2,Водолазки,CAJ 61628-1 Водолазка для девочки,CAJ 61628-1 Водолазка для девочки Серый меланж (146)-76,Серый меланж,(146)-76,22,251,Женский,"кашкорсе, 76% хлопок, 19% п/э, 5% эластан",,,Cherubino,3.08,Школьная коллекция
1686,CAJ 62453 ,CAJ 61166 -3,Водолазки,CAJ 62453 Водолазка для девочки,CAJ 62453 Водолазка для девочки Белый-Т.синий (164)-84,Белый-Т.синий,(164)-84,26,340,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,3.64,Школьная коллекция
1687,CAK 62444,CAJ 61166 -4,Водолазки,CAK 62444 Водолазка для девочки,CAK 62444 Водолазка для девочки Сиреневый (116)-60,Сиреневый,(116)-60,27,238,Женский,"кашкорсе, 95% хлопок, 5% эластан",,,Cherubino,3.105,Школьная коллекция
1688,CAJ 61627,CAJ 61166 -5,Рубашки,CAJ 61627-1 Рубашка-поло для мальчика,CAJ 61627-1 Рубашка-поло для мальчика Серый меланж (158)-80,Серый меланж,(158)-80,35,490,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,6.65,Школьная коллекция
1689,CAJ 5447 ,CAJ 61166 -6,Пижамы,"CAJ 5447 Комплект для мальчика (футболка, шорты)","CAJ 5447 Комплект для мальчика (футболка, шорты) Красный-Серый (134)-68",Красный-Серый,(134)-68,18,369,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,3.456,
1690,CAJ 5447 ,CAJ 61166 -7,Пижамы,"CAJ 5447 Комплект для мальчика (футболка, шорты)","CAJ 5447 Комплект для мальчика (футболка, шорты) Салатовый-Синий (134)-68",Салатовый-Синий,(134)-68,25,369,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,4.8,
1691,CAK 5422 ,CAJ 61166 -8,Сорочки,"CAK 5422 Платье модель ""туника"" для девочки","CAK 5422 Платье модель ""туника"" для девочки Св.бирюзовый (122)-64",Св.бирюзовый,(122)-64,31,189,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,2.883,
1692,CAJ 5445,CAJ 61166 -9,Пижамы,"CAJ 5445 Комплект для мальчика (джемпер, брюки)","CAJ 5445 Комплект для мальчика (джемпер, брюки) Синий (128)-64",Синий,(128)-64,16,536,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,4.72,
1693,CAJ 5445,CAJ 61166 -10,Пижамы,"CAJ 5445 Комплект для мальчика (джемпер, брюки)","CAJ 5445 Комплект для мальчика (джемпер, брюки) Синий (134)-68",Синий,(134)-68,12,536,Мужской,"кулирная гладь, 100% хлопок",,,Cherubino,3.54,
1694,CAJ 5431 ,CAJ 61373 -1,Сорочки,"CAJ 5431 Платье модель ""туника"" для девочки","CAJ 5431 Платье модель ""туника"" для девочки Розовый (128)-64",Розовый,(128)-64,13,255,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,1.651,
1695,CAJ 5431 ,CAJ 61373 -2,Сорочки,"CAJ 5431 Платье модель ""туника"" для девочки","CAJ 5431 Платье модель ""туника"" для девочки Розовый (140)-72",Розовый,(140)-72,4,255,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.508,
1696,CAB 2351,CAJ 61373 -3,Майки бельевые,CAB 2351 Майка ясельная,CAB 2351 Майка ясельная Розовый (080)-52,Розовый,(080)-52,25,117,Женский,"рибана, 100% хлопок",,,Cherubino,1.225,
1697,CAJ 5432,CAJ 61373 -4,Сорочки,"CAJ 5432 Платье модель ""туника"" для девочки","CAJ 5432 Платье модель ""туника"" для девочки Св.бирюзовый (134)-68",Св.бирюзовый,(134)-68,47,255,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,6.298,
1698,CAK 5421 ,CAJ 61373 -5,Сорочки,"CAK 5421 Платье модель ""туника"" для девочки","CAK 5421 Платье модель ""туника"" для девочки Св.розовый (122)-64",Св.розовый,(122)-64,22,190,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,2.002,
1699,CAK 1501 ,CAJ 61373 -6,Трусы,CAK 1501 Трусы для девочки,CAK 1501 Трусы для девочки Св.голубой (122-128)-64,Св.голубой,(122-128)-64,4,91,Женский,"рибана, 100% хлопок",,,Cherubino,0.128,
1700,CWK 62477,CAJ 61373 -7,Водолазки,CWK 62477 (241) Водолазка для девочки,CWK 62477 (241) Водолазка для девочки Экрю (104)-56,Экрю,(104)-56,1,224,Женский,"интерлок, 100% хлопок",,,Cherubino,0.102,Друзья Снежной Королевы
1701,CAJ 2356 ,CAJ 61373 -8,Майки бельевые,CAJ 2356 Майка для девочки,CAJ 2356 Майка для девочки Св.желтый (152-158)-80,Св.желтый,(152-158)-80,21,136,Женский,"рибана, 100% хлопок",,,Cherubino,1.47,
1702,CSJ 62376,CAJ 61373 -9,Футболки,CSJ 62376-1 (224) Футболка для девочки,CSJ 62376-1 (224) Футболка для девочки Серый меланж (134)-68,Серый меланж,(134)-68,1,235,Женский,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.09,Girl Power
1703,CSJ 62403,CAJ 61373 -10,Футболки,CSJ 62403-1 (236) Футболка для мальчика,CSJ 62403-1 (236) Футболка для мальчика Серый меланж (128)-64,Серый меланж,(128)-64,3,232,Мужской,"кулирная гладь, 80% хлопок, 20% п/э",,,Cherubino,0.333,Muzic Party
1704,CSK 62333,CAJ 61373 -11,Толстовки,CSK 62333 (227) Куртка для мальчика,CSK 62333 (227) Куртка для мальчика Синий (098)-56,Синий,(098)-56,5,649,Мужской,"футер петля, 100% хлопок",,,Cherubino,1.225,Jurassic mania
1705,CSK 62338,CAJ 61373 -12,Лонгсливы,CSK 62338-1 (228) Джемпер для мальчика,CSK 62338-1 (228) Джемпер для мальчика Т.серый меланж (104)-56,Т.серый меланж,(104)-56,2,325,Мужской,"футер петля, 70% хлопок, 30% п/э",,,Cherubino,0.328,Sport Spirit
1706,CSK 62339,CAJ 61373 -13,Лонгсливы,CSK 62339 (228) Джемпер для мальчика,CSK 62339 (228) Джемпер для мальчика Серый меланж (104)-56,Серый меланж,(104)-56,1,220,Мужской,"кулирная гладь повышенной плотности, 80% хлопок, 20% п/э",,,Cherubino,0.118,Sport Spirit
1707,CSK 62375,CAJ 61627 -1,Платья,"CSK 62375 (224) Платье типа ""туника"" для девочки","CSK 62375 (224) Платье типа ""туника"" для девочки Морская волна (116)-60",Морская волна,(116)-60,2,229,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.186,Girl Power
1708,CH 8194,CAJ 61627 -2,Головные уборы,"CH 8194 (224) Комплект для девочки (шапка, снуд)","CH 8194 (224) Комплект для девочки (шапка, снуд) Арбузный 50-52 (s)",Арбузный,50-52 (s),3,245,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.321,Girl Power
1709,CH 8194,CAJ 61627 -3,Головные уборы,"CH 8194 (224) Комплект для девочки (шапка, снуд)","CH 8194 (224) Комплект для девочки (шапка, снуд) Т.фуксия 56-58 (m)",Т.фуксия,56-58 (m),3,245,Женский,"кулирная гладь, 92% хлопок, 8% эластан",,,Cherubino,0.321,Girl Power
1710,CJ 7T114,CAJ 61627 -4,Брюки,CJ 7T114 (237) Брюки для мальчика,CJ 7T114 (237) Брюки для мальчика Т.серый (152)-80,Т.серый,(152)-80,1,573,Мужской,"поплин, 100% хлопок",,,Cherubino,0.179,Stay Wild
1711,CAJ 1486,CAJ 61627 -5,Трусы,CAJ 1486 Трусы для девочки,CAJ 1486 Трусы для девочки Розовый (134)-68,Розовый,(134)-68,3,93,Женский,"рибана, 100% хлопок",,,Cherubino,0.117,
1712,CSK 62424,CAJ 61627 -6,Футболки,CSK 62424 (225) Футболка для девочки,CSK 62424 (225) Футболка для девочки Св.желтый (092)-52,Св.желтый,(092)-52,3,187,Женский,"кулирная гладь, 100% хлопок",,,Cherubino,0.201,Bohemian Life
