,Артикул,Артикул WB,Наименование,Полное наименование,Цвет,Размер,Кол-во,Пол,Материал
5397,CAK 62066,CAK62066/,CAK 62066 Джемпер для девочки,CAK 62066 Джемпер для девочки Фуксия (104)-56,Фуксия,(104)-56,2,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5398,CAK 62068 ,CAK62068/,CAK 62068 Джемпер для девочки,CAK 62068 Джемпер для девочки Бирюзовый (116)-60,Бирюзовый,(116)-60,1,Женский,"Кулирная гладь, 100% хлопок"
5399,CAK 62137,CAK62137/,CAK 62137 Джемпер для девочки,CAK 62137 Джемпер для девочки Лиловый (098)-56,Лиловый,(098)-56,1,Женский,"Кулирная гладь, 100% хлопок"
5400,CAK 7783 ,CAK7783/,CAK 7783 Юбка из сетки гимнастическая,CAK 7783 Юбка из сетки гимнастическая Белый (122)-64,Белый,(122)-64,88,Женский,"Сетка, 100% п/э"
5401,CAK 7783 ,CAK7783/,CAK 7783 Юбка из сетки гимнастическая,CAK 7783 Юбка из сетки гимнастическая Черный (116)-60,Черный,(116)-60,167,Женский,"Сетка, 100% п/э"
5402,CAN 2307 ,CAN2307/,CAN 2307 Майка ясельная,CAN 2307 Майка ясельная Св.персиковый (068)-44,Св.персиковый,(068)-44,3,Женский,"Рибана, 100% хлопок"
5403,CAN 3432 ,CAN3432/,"CAN 3432 Комплект ясельный (майка, трусы)","CAN 3432 Комплект ясельный (майка, трусы) Желтый (074)-48",Желтый,(074)-48,14,Мужской,"Рибана, 100% хлопок"
5404,CAN 4146 ,CAN4146/,CAN 4146 Боди ясельное,CAN 4146 Боди ясельное Белый (080)-52,Белый,(080)-52,1,Женский,"Рибана, 100% хлопок"
5405,CAN 61504 ,CAN61504/,CAN 61504 Распашонка ясельная,CAN 61504 Распашонка ясельная Малиновый (ladybird) (050)-36,Малиновый (ladybird),(050)-36,3,Мужской,"Кулирная гладь, 100% хлопок"
5406,CAN 61504 ,CAN61504/,CAN 61504 Распашонка ясельная,CAN 61504 Распашонка ясельная Желтый (слоники) (062)-40,Желтый (слоники),(062)-40,8,Мужской,"Кулирная гладь, 100% хлопок"
5407,CAN 61505 ,CAN61505/,CAN 61505 Кофточка ясельная,CAN 61505 Кофточка ясельная Голубой (котята) (080)-52,Голубой (котята),(080)-52,4,Унисекс,"Кулирная гладь, 100% хлопок"
5408,CAN 61505 ,CAN61505/,CAN 61505 Кофточка ясельная,CAN 61505 Кофточка ясельная Бирюзовый (машинки) (074)-48,Бирюзовый (машинки),(074)-48,29,Унисекс,"Кулирная гладь, 100% хлопок"
5409,CAN 61506 ,CAN61506/,CAN 61506 Кофточка ясельная,CAN 61506 Кофточка ясельная Розовый (зайчики) (062)-40,Розовый (зайчики),(062)-40,4,Мужской,"Кулирная гладь, 100% хлопок"
5410,CAN 61545 (143) ,CAN61545(143)/,CAN 61545 (143) Кофточка ясельная,CAN 61545 (143) Кофточка ясельная Оранжевый (056)-36,Оранжевый,(056)-36,12,Мужской,"Интерлок, 100% хлопок"
5411,CAN 61780 ,CAN61780/,CAN 61780 Футболка ясельная,CAN 61780 Футболка ясельная Малиновый (кошки) (074)-48,Малиновый (кошки),(074)-48,3,Мужской,"Кулирная гладь, 100% хлопок"
5412,CAN 61780 ,CAN61780/,CAN 61780 Футболка ясельная,CAN 61780 Футболка ясельная Розовый (звездочки) (062)-40,Розовый (звездочки),(062)-40,20,Мужской,"Кулирная гладь, 100% хлопок"
5413,CAN 61780 ,CAN61780/,CAN 61780 Футболка ясельная,CAN 61780 Футболка ясельная Розовый (цыплята) (062)-40,Розовый (цыплята),(062)-40,5,Мужской,"Кулирная гладь, 100% хлопок"
5414,CH 8130 ,CH8130/,CH 8130 Шапка для девочки,CH 8130 Шапка для девочки Серый меланж 46-48,Серый меланж,46-48,46,Женский,"Рибана, 95% хлопок, 5% эластан"
5415,CK 7T047,CK7T047/,CK 7T047 Брюки для девочки,CK 7T047 Брюки для девочки Серый (122)-64,Серый,(122)-64,42,Женский,"Текстиль (поплин), 100% хлопок; Подкладка - Флис, 100% п/э"
5416,CSB 61833 (176),CSB61833(176)/,CSB 61833 (176) Футболка для мальчика,CSB 61833 (176) Футболка для мальчика Бирюзовый (086)-52,Бирюзовый,(086)-52,14,Мужской,"Кулирная гладь, 100% хлопок"
5417,CSK 62102 ,CSK62102/,"CSK 62102 Платье типа ""туника"" для девочки","CSK 62102 Платье типа ""туника"" для девочки Розовый (092)-52",Розовый,(092)-52,1,Женский,"Кулирная гладь, 100% хлопок"
5418,CSK 62102 ,CSK62102/,"CSK 62102 Платье типа ""туника"" для девочки","CSK 62102 Платье типа ""туника"" для девочки Синий (092)-52",Синий,(092)-52,1,Женский,"Кулирная гладь, 100% хлопок"
5419,CSN 61803 (172) ,CSN61803(172)/,CSN 61803 (172) Футболка ясельная,CSN 61803 (172) Футболка ясельная Белый (062)-40,Белый,(062)-40,33,Мужской,"Интерлок, 100% хлопок"
5420,CST 61899 ,CST61899/,CST 61899 Футболка для девочки,CST 61899 Футболка для девочки Малиновый (152)-80,Малиновый,(152)-80,14,Женский,"Кулирная гладь, 100% хлопок"
5421,CWB 61987 (186) ,CWB61987(186)/,CWB 61987 (186) Джемпер для девочки,CWB 61987 (186) Джемпер для девочки Васильковый (080)-52,Васильковый,(080)-52,1,Женский,"Интерлок, 100% хлопок"
5422,CWB 61987 (186) ,CWB61987(186)/,CWB 61987 (186) Джемпер для девочки,CWB 61987 (186) Джемпер для девочки Лососевый (080)-52,Лососевый,(080)-52,2,Женский,"Интерлок, 100% хлопок"
5423,CWB 7791 (206) ,CWB7791(206)/,CWB 7791 (206) Ползунки ясельные,CWB 7791 (206) Ползунки ясельные Розовый (068)-44,Розовый,(068)-44,4,Женский,"Футер с начесом, 100% хлопок"
5424,CWB 7795 (207) ,CWB7795(207)/,CWB 7795 (207) Ползунки ясельные,CWB 7795 (207) Ползунки ясельные Бирюзовый (080)-52,Бирюзовый,(080)-52,13,Мужской,"Футер с начесом, 100% хлопок"
5425,CWB 9772 (186),CWB9772(186)/,"CWB 9772 (186) Комплект для девочки (платье типа ""туника"", брюки типа ""лосины"")","CWB 9772 (186) Комплект для девочки (платье типа ""туника"", брюки типа ""лосины"") Серый (098)-56",Серый,(098)-56,3,Женский,"Футер петля, 100% хлопок"
5426,CWJ 62009 (191) ,CWJ62009(191)/,CWJ 62009 (191) Водолазка для мальчика,CWJ 62009 (191) Водолазка для мальчика Серый меланж (140)-72,Серый меланж,(140)-72,1,Мужской,"Интерлок, 100% хлопок"
5427,CWJ 62026 (190) ,CWJ62026(190)/,CWJ 62026 (190) Джемпер для девочки,CWJ 62026 (190) Джемпер для девочки Розовый (134)-68,Розовый,(134)-68,2,Женский,"Интерлок, 100% хлопок"
5428,CWJ 62226,CWJ62226/,CWJ 62226 Водолазка для девочки,CWJ 62226 Водолазка для девочки Т.синий (134)-68,Т.синий,(134)-68,2,Женский,"Кулирная гладь, 92% хлопок, 8% эластан"
5429,CWJ 62229,CWJ62229/,CWJ 62229 Джемпер для девочки,CWJ 62229 Джемпер для девочки Экрю (164)-84,Экрю,(164)-84,2,Женский,"Интерлок, 100% хлопок"
5430,CWJ 62236 ,CWJ62236/,CWJ 62236 Джемпер для мальчика,CWJ 62236 Джемпер для мальчика Красный (134)-68,Красный,(134)-68,2,Мужской,"Футер петля, 100% хлопок"
5431,CWJ 62266 (210),CWJ62266(210)/,CWJ 62266 (210) Футболка для девочки,CWJ 62266 (210) Футболка для девочки Персик (128)-64,Персик,(128)-64,1,Женский,"Кулирная гладь, 100% хлопок"
5432,CWJ 62286 (215) ,CWJ62286(215)/,CWJ 62286 (215) Джемпер для мальчика,CWJ 62286 (215) Джемпер для мальчика Морская волна (128)-64,Морская волна,(128)-64,12,Мужской,"Кулирная гладь, 100% хлопок"
5433,CWK 61998-1 (189) ,CWK61998-1(189)/,CWK 61998-1 (189) Джемпер для мальчика,CWK 61998-1 (189) Джемпер для мальчика Т.серый меланж (122)-64,Т.серый меланж,(122)-64,25,Мужской,"Интерлок, 50% хлопок, 50% п/э"
5434,CWK 62273 (210) ,CWK62273(210)/,"CWK 62273 (210) Платье типа ""туника"" для девочки","CWK 62273 (210) Платье типа ""туника"" для девочки Персиковый (104)-56",Персиковый,(104)-56,2,Женский,"Футер с начесом, 100% хлопок"
5435,CWK 62278 (213) ,CWK62278(213)/,CWK 62278 (213) Джемпер для мальчика,CWK 62278 (213) Джемпер для мальчика Т.синий (110)-60,Т.синий,(110)-60,2,Мужской,"Интерлок, 100% хлопок"
5436,CWK 62279 (213) ,CWK62279(213)/,CWK 62279 (213) Джемпер для мальчика,CWK 62279 (213) Джемпер для мальчика Оранжевый (104)-56,Оранжевый,(104)-56,2,Мужской,"Кулирная гладь, 100% хлопок"
5437,CWK 62281 (213),CWK62281(213)/,CWK 62281 (213) Джемпер для мальчика,CWK 62281 (213) Джемпер для мальчика Зеленый (098)-56,Зеленый,(098)-56,1,Мужской,"Футер с начесом, 100% хлопок"
5438,CWK 62285 (215) ,CWK62285(215)/,CWK 62285 (215) Джемпер для мальчика,CWK 62285 (215) Джемпер для мальчика Горчичный-Т.синий (122)-64,Горчичный-Т.синий,(122)-64,5,Мужской,"Кулирная гладь, 100% хлопок"
5439,CSK 62331 (227),CSK62331(227)/,CSK 62331 (227) Футболка для мальчика,CSK 62331 (227) Футболка для мальчика Синий (122)-64,Синий,(122)-64,2,Мужской,"кулирная гладь, 100% хлопок"
5440,CSJ 62353 (236) ,CSJ62353(236)/,CSJ 62353 (236) Джемпер для мальчика,CSJ 62353 (236) Джемпер для мальчика Красный (140)-72,Красный,(140)-72,8,Мужской,"кулирная гладь, 100% хлопок"
5441,CSJ 7852-1 (236),CSJ7852-1(236)/,CSJ 7852-1 (236) Брюки для мальчика,CSJ 7852-1 (236) Брюки для мальчика Серый меланж (140)-72,Серый меланж,(140)-72,4,Мужской,"футер петля, 90% хлопок, 10% п/э"
5442,CSK 62372 (224),CSK62372(224)/,CSK 62372 (224) Джемпер для девочки,CSK 62372 (224) Джемпер для девочки Бирюзовый (110)-60,Бирюзовый,(110)-60,4,Женский,"кулирная гладь, 97% хлопок, 3% п/э"
5443,CSK 62372 (224),CSK62372(224)/,CSK 62372 (224) Джемпер для девочки,CSK 62372 (224) Джемпер для девочки Экрю (134)-68,Экрю,(134)-68,5,Женский,"кулирная гладь, 97% хлопок, 3% п/э"
5444,CH 8193 (224) ,CH8193(224)/,"CH 8193 (224) Комплект для девочки (шапка, снуд)","CH 8193 (224) Комплект для девочки (шапка, снуд) Арбузный 50-52 (s)",Арбузный,50-52 (s),5,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
